ph_value_filtered,do_value_filtered,temp_value_filtered,salinity_value_filtered
6.743,9.660,28.900,232.754
7.216,9.659,28.900,231.502
7.642,9.658,28.900,230.320
7.995,9.657,28.900,229.274
8.260,9.656,28.900,228.407
8.431,9.656,28.900,227.739
8.510,9.655,28.900,227.266
8.509,9.655,28.900,226.961
8.445,9.655,28.900,226.775
8.339,9.655,28.900,226.656
8.209,9.655,28.900,226.565
8.076,9.655,28.900,226.485
7.955,9.655,28.900,226.415
7.848,9.654,28.900,226.361
7.750,9.654,28.900,226.328
7.657,9.654,28.900,226.313
7.566,9.654,28.900,226.304
7.480,9.654,28.900,226.294
7.403,9.654,28.900,226.277
7.339,9.654,28.900,226.251
7.295,9.655,28.900,226.215
7.275,9.655,28.900,226.167
7.283,9.655,28.900,226.115
7.322,9.655,28.900,226.067
7.388,9.655,28.900,226.032
7.479,9.655,28.900,226.021
7.588,9.655,28.900,226.044
7.711,9.655,28.900,226.109
7.845,9.655,28.900,226.218
7.988,9.655,28.900,226.362
8.132,9.655,28.900,226.524
8.271,9.654,28.900,226.688
8.397,9.654,28.900,226.834
8.505,9.654,28.900,226.951
8.591,9.654,28.900,227.034
8.651,9.654,28.900,227.082
8.680,9.654,28.900,227.093
8.674,9.655,28.900,227.064
8.632,9.655,28.900,227.001
8.561,9.655,28.900,226.918
8.472,9.655,28.900,226.829
8.382,9.655,28.900,226.739
8.306,9.655,28.900,226.644
8.256,9.655,28.900,226.540
8.239,9.655,28.900,226.431
8.245,9.655,28.900,226.326
8.262,9.654,28.900,226.236
8.279,9.654,28.900,226.167
8.287,9.654,28.900,226.123
8.283,9.654,28.900,226.104
8.260,9.654,28.900,226.108
8.218,9.654,28.900,226.127
8.159,9.654,28.900,226.152
8.093,9.654,28.900,226.178
8.029,9.654,28.900,226.199
7.967,9.654,28.900,226.222
7.902,9.654,28.900,226.254
7.831,9.654,28.900,226.300
7.755,9.654,28.900,226.361
7.678,9.654,28.900,226.434
7.607,9.654,28.900,226.515
7.546,9.654,28.900,226.600
7.502,9.654,28.900,226.687
7.477,9.654,28.900,226.769
7.473,9.654,28.900,226.843
7.492,9.654,28.900,226.903
7.540,9.654,28.900,226.942
7.622,9.654,28.900,226.955
7.735,9.654,28.900,226.948
7.870,9.654,28.900,226.938
8.007,9.655,28.900,226.944
8.124,9.655,28.900,226.981
8.207,9.655,28.900,227.048
8.255,9.655,28.900,227.129
8.274,9.655,28.900,227.199
8.271,9.655,28.900,227.237
8.247,9.655,28.900,227.227
8.198,9.655,28.900,227.164
8.125,9.655,28.900,227.064
8.037,9.655,28.900,226.947
7.951,9.655,28.900,226.832
7.884,9.655,28.900,226.719
7.848,9.654,28.900,226.606
7.851,9.654,28.900,226.487
7.892,9.654,28.900,226.355
7.964,9.653,28.900,226.209
8.055,9.653,28.900,226.053
8.149,9.652,28.900,225.900
8.235,9.652,28.900,225.767
8.298,9.652,28.900,225.668
8.332,9.652,28.900,225.614
8.333,9.652,28.900,225.609
8.302,9.652,28.900,225.649
8.244,9.652,28.900,225.723
8.162,9.652,28.900,225.816
8.060,9.653,28.900,225.915
7.952,9.654,28.900,226.012
7.850,9.655,28.900,226.107
7.768,9.655,28.900,226.213
7.708,9.656,28.900,226.349
7.667,9.656,28.900,226.531
7.640,9.657,28.900,226.758
7.631,9.657,28.900,227.008
7.645,9.657,28.900,227.249
7.684,9.656,28.900,227.448
7.750,9.656,28.900,227.584
7.843,9.656,28.900,227.649
7.959,9.656,28.900,227.643
8.084,9.655,28.900,227.572
8.203,9.655,28.900,227.454
8.299,9.655,28.900,227.322
8.370,9.655,28.900,227.205
8.423,9.656,28.900,227.117
8.468,9.656,28.900,227.063
8.519,9.656,28.900,227.050
8.580,9.656,28.900,227.084
8.650,9.656,28.900,227.169
8.718,9.657,28.900,227.305
8.767,9.657,28.900,227.489
8.786,9.657,28.900,227.704
8.771,9.658,28.900,227.929
8.721,9.658,28.900,228.140
8.644,9.658,28.900,228.312
8.548,9.658,28.900,228.426
8.446,9.658,28.900,228.465
8.350,9.658,28.900,228.418
8.272,9.658,28.900,228.285
8.225,9.658,28.900,228.084
8.211,9.657,28.900,227.841
8.224,9.657,28.900,227.581
8.253,9.656,28.900,227.319
8.294,9.655,28.900,227.061
8.342,9.655,28.900,226.815
8.392,9.654,28.900,226.600
8.428,9.653,28.900,226.444
8.437,9.653,28.900,226.369
8.404,9.653,28.900,226.390
8.321,9.652,28.900,226.505
8.196,9.653,28.900,226.695
8.046,9.653,28.900,226.926
7.896,9.653,28.900,227.160
7.767,9.654,28.900,227.364
7.668,9.655,28.900,227.513
7.602,9.655,28.900,227.593
7.564,9.656,28.900,227.614
7.551,9.656,28.900,227.592
7.561,9.656,28.900,227.537
7.599,9.657,28.900,227.445
7.668,9.657,28.900,227.310
7.762,9.656,28.900,227.139
7.869,9.656,28.900,226.949
7.973,9.656,28.900,226.756
8.069,9.655,28.900,226.558
8.156,9.655,28.900,226.344
8.237,9.654,28.900,226.106
8.315,9.654,28.900,225.856
8.389,9.654,28.900,225.613
8.454,9.653,28.900,225.398
8.506,9.653,28.900,225.222
8.540,9.653,28.900,225.095
8.551,9.652,28.900,225.021
8.537,9.652,28.900,225.005
8.494,9.653,28.900,225.050
8.421,9.653,28.900,225.155
8.322,9.653,28.900,225.318
8.207,9.653,28.900,225.530
8.088,9.654,28.900,225.781
7.979,9.654,28.900,226.059
7.890,9.655,28.900,226.351
7.829,9.656,28.900,226.649
7.796,9.656,28.900,226.941
7.784,9.656,28.900,227.215
7.789,9.657,28.900,227.453
7.802,9.657,28.900,227.634
7.812,9.657,28.900,227.737
7.812,9.656,28.900,227.750
7.802,9.656,28.900,227.686
7.789,9.656,28.900,227.570
7.789,9.656,28.900,227.431
7.808,9.656,28.900,227.291
7.847,9.656,28.900,227.169
7.902,9.656,28.900,227.077
7.969,9.655,28.900,227.029
8.044,9.655,28.900,227.031
8.123,9.655,28.900,227.081
8.204,9.655,28.900,227.163
8.281,9.655,28.900,227.245
8.342,9.655,28.900,227.296
8.377,9.655,28.900,227.302
8.384,9.655,28.900,227.272
8.367,9.655,28.900,227.224
8.331,9.656,28.900,227.174
8.277,9.656,28.900,227.139
8.203,9.656,28.900,227.127
8.110,9.656,28.900,227.134
8.004,9.657,28.900,227.152
7.895,9.657,28.900,227.172
7.791,9.657,28.900,227.194
7.697,9.657,28.900,227.222
7.618,9.657,28.900,227.251
7.559,9.657,28.900,227.275
7.523,9.656,28.900,227.286
7.513,9.656,28.900,227.278
7.527,9.656,28.900,227.249
7.561,9.656,28.900,227.192
7.604,9.655,28.900,227.101
7.648,9.655,28.900,226.980
7.684,9.655,28.900,226.850
7.709,9.654,28.900,226.734
7.722,9.654,28.900,226.642
7.727,9.653,28.900,226.573
7.728,9.653,28.900,226.523
7.730,9.653,28.900,226.479
7.738,9.653,28.900,226.433
7.752,9.652,28.900,226.383
7.769,9.652,28.900,226.336
7.788,9.652,28.900,226.307
7.805,9.652,28.900,226.308
7.818,9.652,28.900,226.344
7.827,9.652,28.900,226.409
7.839,9.653,28.900,226.492
7.853,9.653,28.900,226.584
7.862,9.653,28.900,226.683
7.860,9.653,28.900,226.776
7.842,9.654,28.900,226.846
7.809,9.654,28.900,226.881
7.768,9.654,28.900,226.875
7.733,9.655,28.900,226.829
7.716,9.655,28.900,226.745
7.722,9.655,28.900,226.637
7.746,9.655,28.900,226.525
7.778,9.655,28.900,226.426
7.804,9.655,28.900,226.347
7.821,9.655,28.900,226.287
7.826,9.654,28.900,226.237
7.826,9.654,28.900,226.188
7.828,9.654,28.900,226.140
7.838,9.654,28.900,226.109
7.859,9.654,28.900,226.114
7.890,9.654,28.900,226.164
7.933,9.654,28.900,226.258
7.984,9.654,28.900,226.387
8.030,9.655,28.900,226.537
8.057,9.655,28.900,226.693
8.057,9.655,28.900,226.843
8.027,9.656,28.900,226.980
7.967,9.656,28.900,227.091
7.885,9.656,28.900,227.164
7.793,9.656,28.900,227.192
7.706,9.656,28.900,227.187
7.638,9.656,28.900,227.168
7.595,9.656,28.900,227.146
7.579,9.655,28.900,227.120
7.586,9.655,28.900,227.085
7.608,9.654,28.900,227.040
7.632,9.654,28.900,226.989
7.649,9.654,28.900,226.938
7.648,9.653,28.900,226.898
7.625,9.653,28.900,226.876
7.578,9.653,28.900,226.868
7.515,9.653,28.900,226.859
7.447,9.653,28.900,226.837
7.389,9.654,28.900,226.793
7.355,9.654,28.900,226.726
7.355,9.654,28.900,226.642
7.394,9.654,28.900,226.549
7.470,9.654,28.900,226.457
7.576,9.654,28.900,226.382
7.697,9.654,28.900,226.334
7.821,9.654,28.900,226.316
7.943,9.654,28.900,226.310
8.067,9.654,28.900,226.298
8.196,9.654,28.900,226.274
8.322,9.654,28.900,226.243
8.435,9.654,28.900,226.212
8.528,9.655,28.900,226.181
8.595,9.655,28.900,226.156
8.631,9.655,28.900,226.150
8.632,9.655,28.900,226.178
8.604,9.655,28.900,226.249
8.554,9.656,28.900,226.358
8.494,9.656,28.900,226.493
8.430,9.656,28.900,226.648
8.368,9.656,28.900,226.816
8.314,9.657,28.900,226.985
8.268,9.657,28.900,227.142
8.228,9.657,28.900,227.268
8.190,9.658,28.900,227.350
8.161,9.658,28.900,227.389
8.147,9.658,28.900,227.396
8.161,9.658,28.900,227.386
8.209,9.657,28.900,227.373
8.287,9.657,28.900,227.362
8.380,9.657,28.900,227.356
8.468,9.656,28.900,227.356
8.531,9.656,28.900,227.374
8.558,9.655,28.900,227.425
8.546,9.655,28.900,227.518
8.502,9.655,28.900,227.658
8.441,9.654,28.900,227.835
8.384,9.654,28.900,228.019
8.343,9.654,28.900,228.176
8.320,9.654,28.900,228.282
8.315,9.654,28.900,228.321
8.324,9.654,28.900,228.280
8.345,9.654,28.900,228.157
8.374,9.654,28.900,227.964
8.408,9.654,28.900,227.720
8.443,9.655,28.900,227.437
8.478,9.655,28.900,227.130
8.506,9.655,28.900,226.822
8.519,9.655,28.900,226.537
8.504,9.655,28.900,226.299
8.454,9.655,28.900,226.118
8.371,9.655,28.900,225.991
8.267,9.655,28.900,225.911
8.162,9.654,28.900,225.863
8.074,9.654,28.900,225.831
8.013,9.654,28.900,225.800
7.976,9.653,28.900,225.768
7.958,9.653,28.900,225.737
7.951,9.653,28.900,225.712
7.953,9.652,28.900,225.699
7.965,9.653,28.900,225.700
7.987,9.653,28.900,225.711
8.026,9.653,28.900,225.726
8.081,9.653,28.900,225.742
8.151,9.653,28.900,225.754
8.233,9.653,28.900,225.760
8.319,9.654,28.900,225.764
8.396,9.654,28.900,225.774
8.452,9.654,28.900,225.800
8.472,9.654,28.900,225.851
8.452,9.654,28.900,225.937
8.396,9.654,28.900,226.058
8.319,9.655,28.900,226.202
8.244,9.655,28.900,226.345
8.186,9.655,28.900,226.470
8.155,9.655,28.900,226.570
8.159,9.655,28.900,226.650
8.197,9.655,28.900,226.718
8.268,9.655,28.900,226.776
8.363,9.655,28.900,226.823
8.467,9.655,28.900,226.855
8.561,9.655,28.900,226.871
8.624,9.655,28.900,226.862
8.649,9.655,28.900,226.819
8.633,9.655,28.900,226.741
8.584,9.655,28.900,226.636
8.510,9.656,28.900,226.515
8.422,9.657,28.900,226.384
8.325,9.657,28.900,226.246
8.227,9.658,28.900,226.103
8.131,9.659,28.900,225.958
8.038,9.660,28.900,225.815
